1	;0.064414	;0.491769	;11.9774	;0.0285199
109	;0.0500615	;0.3465	;11.0654	;0.0113457
110	;0.0500615	;0.3465	;11.0654	;0.0113457
111	;0.0500615	;0.3465	;11.0654	;0.0113457
112	;0.0500615	;0.3465	;11.0654	;0.0113457
113	;0.0500615	;0.3465	;11.0654	;0.0113457
114	;0.0500615	;0.3465	;11.0654	;0.0113457
115	;0.0500615	;0.3465	;11.0654	;0.0113457
116	;0.0500615	;0.3465	;11.0654	;0.0113457
117	;0.0500615	;0.3465	;11.0654	;0.0113457
118	;0.0500615	;0.3465	;11.0654	;0.0113457
119	;0.0500615	;0.3465	;11.0654	;0.0113457
120	;0.0500615	;0.3465	;11.0654	;0.0113457
121	;0.0500615	;0.3465	;11.0654	;0.0113457
122	;0.0500615	;0.3465	;11.0654	;0.0113457
123	;0.0500615	;0.3465	;11.0654	;0.0113457
124	;0.0500615	;0.3465	;11.0654	;0.0113457
125	;0.0500615	;0.3465	;11.0654	;0.0113457
126	;0.0500615	;0.3465	;11.0654	;0.0113457
127	;0.0500615	;0.3465	;11.0654	;0.0113457
128	;0.0500615	;0.3465	;11.0654	;0.0113457
129	;0.0500615	;0.3465	;11.0654	;0.0113457
130	;0.0500615	;0.3465	;11.0654	;0.0113457
131	;0.0500615	;0.3465	;11.0654	;0.0113457
132	;0.0500615	;0.3465	;11.0654	;0.0113457
133	;0.0500615	;0.3465	;11.0654	;0.0113457
134	;0.0500615	;0.3465	;11.0654	;0.0113457
135	;0.0500615	;0.3465	;11.0654	;0.0113457
136	;0.0500615	;0.3465	;11.0654	;0.0113457
137	;0.0500615	;0.3465	;11.0654	;0.0113457
138	;0.0500615	;0.3465	;11.0654	;0.0113457
139	;0.0500615	;0.3465	;11.0654	;0.0113457
140	;0.0500615	;0.3465	;11.0654	;0.0113457
141	;0.0500615	;0.3465	;11.0654	;0.0113457
142	;0.0500615	;0.3465	;11.0654	;0.0113457
143	;0.0500615	;0.3465	;11.0654	;0.0113457
144	;0.0500615	;0.3465	;11.0654	;0.0113457
145	;0.0500615	;0.3465	;11.0654	;0.0113457
146	;0.0500615	;0.3465	;11.0654	;0.0113457
147	;0.0500615	;0.3465	;11.0654	;0.0113457
148	;0.0500615	;0.3465	;11.0654	;0.0113457
149	;0.0500615	;0.3465	;11.0654	;0.0113457
150	;0.0500615	;0.3465	;11.0654	;0.0113457

1	;0.053325	;0.417041	;10.9318	;0.0153355
2	;0.0518539	;0.36944	;11.7825	;0.0136909
3	;0.0518539	;0.36944	;11.7825	;0.0136909
4	;0.0518539	;0.36944	;11.7825	;0.0136909
5	;0.0518539	;0.36944	;11.7825	;0.0136909
6	;0.0518539	;0.36944	;11.7825	;0.0136909
7	;0.0518539	;0.36944	;11.7825	;0.0136909
8	;0.0518539	;0.36944	;11.7825	;0.0136909
9	;0.0524098	;0.383028	;10.6344	;0.0132927
10	;0.0524098	;0.383028	;10.6344	;0.0132927
11	;0.0524098	;0.383028	;10.6344	;0.0132927
12	;0.0512261	;0.370037	;10.0741	;0.0117242
13	;0.0512261	;0.370037	;10.0741	;0.0117242
14	;0.0512261	;0.370037	;10.0741	;0.0117242
15	;0.0512261	;0.370037	;10.0741	;0.0117242
16	;0.0512261	;0.370037	;10.0741	;0.0117242
17	;0.0512261	;0.370037	;10.0741	;0.0117242
18	;0.0512261	;0.370037	;10.0741	;0.0117242
19	;0.0508588	;0.364207	;10.0603	;0.0113616
20	;0.0508588	;0.364207	;10.0603	;0.0113616
21	;0.0508588	;0.364207	;10.0603	;0.0113616
22	;0.0508588	;0.364207	;10.0603	;0.0113616
23	;0.0508588	;0.364207	;10.0603	;0.0113616
24	;0.0508588	;0.364207	;10.0603	;0.0113616
25	;0.0508588	;0.364207	;10.0603	;0.0113616
26	;0.0508588	;0.364207	;10.0603	;0.0113616
27	;0.0508588	;0.364207	;10.0603	;0.0113616
28	;0.0508588	;0.364207	;10.0603	;0.0113616
29	;0.0508273	;0.364357	;10.0627	;0.0113544
30	;0.0508052	;0.364387	;10.0655	;0.0113481
31	;0.0507766	;0.364521	;10.0626	;0.0113368
32	;0.0502327	;0.352318	;10.5742	;0.0111786
33	;0.0502327	;0.352318	;10.5742	;0.0111786
34	;0.0502327	;0.352318	;10.5742	;0.0111786
35	;0.0502327	;0.352318	;10.5742	;0.0111786
36	;0.0502327	;0.352318	;10.5742	;0.0111786
37	;0.0502327	;0.352318	;10.5742	;0.0111786
38	;0.0502327	;0.352318	;10.5742	;0.0111786
39	;0.0502327	;0.352318	;10.5742	;0.0111786
40	;0.0502327	;0.352318	;10.5742	;0.0111786
41	;0.0502327	;0.352318	;10.5742	;0.0111786
42	;0.0502327	;0.352318	;10.5742	;0.0111786
43	;0.0502327	;0.352318	;10.5742	;0.0111786
44	;0.0502327	;0.352318	;10.5742	;0.0111786
45	;0.0502327	;0.352318	;10.5742	;0.0111786
46	;0.0502327	;0.352318	;10.5742	;0.0111786
47	;0.0502327	;0.352318	;10.5742	;0.0111786
48	;0.0502327	;0.352318	;10.5742	;0.0111786
49	;0.0502327	;0.352318	;10.5742	;0.0111786
50	;0.0502327	;0.352318	;10.5742	;0.0111786
51	;0.0502327	;0.352318	;10.5742	;0.0111786
52	;0.0502327	;0.352318	;10.5742	;0.0111786
53	;0.0502327	;0.352318	;10.5742	;0.0111786
54	;0.0502327	;0.352318	;10.5742	;0.0111786
55	;0.0502327	;0.352318	;10.5742	;0.0111786
56	;0.0502327	;0.352318	;10.5742	;0.0111786
57	;0.0502327	;0.352318	;10.5742	;0.0111786
58	;0.0502327	;0.352318	;10.5742	;0.0111786
59	;0.0502327	;0.352318	;10.5742	;0.0111786
60	;0.0502327	;0.352318	;10.5742	;0.0111786
61	;0.0502327	;0.352318	;10.5742	;0.0111786
62	;0.0502327	;0.352318	;10.5742	;0.0111786
63	;0.0502327	;0.352318	;10.5742	;0.0111786
64	;0.0502327	;0.352318	;10.5742	;0.0111786
65	;0.0502327	;0.352318	;10.5742	;0.0111786
66	;0.0502327	;0.352318	;10.5742	;0.0111786
67	;0.0502327	;0.352318	;10.5742	;0.0111786
68	;0.0502327	;0.352318	;10.5742	;0.0111786
69	;0.0502327	;0.352318	;10.5742	;0.0111786
70	;0.0502327	;0.352318	;10.5742	;0.0111786
71	;0.0502327	;0.352318	;10.5742	;0.0111786
72	;0.0502327	;0.352318	;10.5742	;0.0111786
73	;0.0502327	;0.352318	;10.5742	;0.0111786
74	;0.0502327	;0.352318	;10.5742	;0.0111786
75	;0.0502327	;0.352318	;10.5742	;0.0111786
76	;0.0502327	;0.352318	;10.5742	;0.0111786
77	;0.0502327	;0.352318	;10.5742	;0.0111786
78	;0.0502327	;0.352318	;10.5742	;0.0111786
79	;0.0502327	;0.352318	;10.5742	;0.0111786
80	;0.050201	;0.351981	;10.5533	;0.0111353
81	;0.050201	;0.351981	;10.5533	;0.0111353
82	;0.0501935	;0.351982	;10.5568	;0.0111351
83	;0.0501935	;0.351982	;10.5568	;0.0111351
84	;0.0501657	;0.352045	;10.5585	;0.0111263
85	;0.0501657	;0.352045	;10.5585	;0.0111263
86	;0.0501657	;0.352045	;10.5585	;0.0111263
87	;0.0501657	;0.352045	;10.5585	;0.0111263
88	;0.0501657	;0.352045	;10.5585	;0.0111263
89	;0.0501657	;0.352045	;10.5585	;0.0111263
90	;0.0501657	;0.352045	;10.5585	;0.0111263
91	;0.0501546	;0.352014	;10.5582	;0.0111201
92	;0.0501546	;0.352014	;10.5582	;0.0111201
93	;0.0501546	;0.352014	;10.5582	;0.0111201
94	;0.0504555	;0.358873	;10.0867	;0.0110424
95	;0.0504555	;0.358873	;10.0867	;0.0110424
96	;0.0504555	;0.358873	;10.0867	;0.0110424
97	;0.0504555	;0.358873	;10.0867	;0.0110424
98	;0.0504453	;0.358745	;10.0877	;0.0110349
99	;0.0504453	;0.358745	;10.0877	;0.0110349
100	;0.0504453	;0.358745	;10.0877	;0.0110349
101	;0.0504453	;0.358745	;10.0877	;0.0110349
102	;0.0504453	;0.358745	;10.0877	;0.0110349
103	;0.0504453	;0.358745	;10.0877	;0.0110349
104	;0.0504449	;0.358757	;10.0871	;0.0110346
105	;0.0504369	;0.358622	;10.0875	;0.0110273
106	;0.050414	;0.358446	;10.0833	;0.0110081
107	;0.050414	;0.358446	;10.0833	;0.0110081
108	;0.050414	;0.358446	;10.0833	;0.0110081
109	;0.050414	;0.358446	;10.0833	;0.0110081
110	;0.0504126	;0.358373	;10.0846	;0.0110064
111	;0.050416	;0.35833	;10.0832	;0.0110053
112	;0.050416	;0.35833	;10.0832	;0.0110053
113	;0.050416	;0.35833	;10.0832	;0.0110053
114	;0.050416	;0.35833	;10.0832	;0.0110053
115	;0.050416	;0.35833	;10.0832	;0.0110053
116	;0.050416	;0.35833	;10.0832	;0.0110053
117	;0.050416	;0.35833	;10.0832	;0.0110053
118	;0.050416	;0.35833	;10.0832	;0.0110053
119	;0.050416	;0.35833	;10.0832	;0.0110053
120	;0.0504092	;0.358346	;10.0825	;0.0110022
121	;0.0504092	;0.358346	;10.0825	;0.0110022
122	;0.0504092	;0.358346	;10.0825	;0.0110022
123	;0.0504092	;0.358346	;10.0825	;0.0110022
124	;0.0504092	;0.358346	;10.0825	;0.0110022
125	;0.0504092	;0.358346	;10.0825	;0.0110022
126	;0.0504092	;0.358346	;10.0825	;0.0110022
127	;0.0504092	;0.358346	;10.0825	;0.0110022
128	;0.0504097	;0.358306	;10.0834	;0.011002
129	;0.0504097	;0.358306	;10.0834	;0.011002
130	;0.0504097	;0.358306	;10.0834	;0.011002
131	;0.0504097	;0.358306	;10.0834	;0.011002
132	;0.0504097	;0.358306	;10.0834	;0.011002
133	;0.0504097	;0.358306	;10.0834	;0.011002
134	;0.0504097	;0.358306	;10.0834	;0.011002
135	;0.0504097	;0.358306	;10.0834	;0.011002
136	;0.0504097	;0.358306	;10.0834	;0.011002
137	;0.0504097	;0.358306	;10.0834	;0.011002
138	;0.0504097	;0.358306	;10.0834	;0.011002
139	;0.0504097	;0.358306	;10.0834	;0.011002
140	;0.0504097	;0.358306	;10.0834	;0.011002
141	;0.0504097	;0.358306	;10.0834	;0.011002
142	;0.0504097	;0.358306	;10.0834	;0.011002
143	;0.0504097	;0.358306	;10.0834	;0.011002
144	;0.0504097	;0.358306	;10.0834	;0.011002
145	;0.0504097	;0.358306	;10.0834	;0.011002
146	;0.0504097	;0.358306	;10.0834	;0.011002
147	;0.0504097	;0.358306	;10.0834	;0.011002
148	;0.0504097	;0.358306	;10.0834	;0.011002
149	;0.0504097	;0.358306	;10.0834	;0.011002
150	;0.0504097	;0.358306	;10.0834	;0.011002

1	;0.0545538	;0.461454	;10.8079	;0.0175896
2	;0.0545538	;0.461454	;10.8079	;0.0175896
3	;0.0545538	;0.461454	;10.8079	;0.0175896
4	;0.0545538	;0.461454	;10.8079	;0.0175896
5	;0.0506457	;0.355405	;10.9582	;0.0118128
6	;0.0506457	;0.355405	;10.9582	;0.0118128
7	;0.0506457	;0.355405	;10.9582	;0.0118128
8	;0.0506457	;0.355405	;10.9582	;0.0118128
9	;0.0506457	;0.355405	;10.9582	;0.0118128
10	;0.0506457	;0.355405	;10.9582	;0.0118128
11	;0.0506457	;0.355405	;10.9582	;0.0118128
12	;0.0506457	;0.355405	;10.9582	;0.0118128
13	;0.0506457	;0.355405	;10.9582	;0.0118128
14	;0.0506457	;0.355405	;10.9582	;0.0118128
15	;0.0506457	;0.355405	;10.9582	;0.0118128
16	;0.0506457	;0.355405	;10.9582	;0.0118128
17	;0.0506457	;0.355405	;10.9582	;0.0118128
18	;0.0506457	;0.355405	;10.9582	;0.0118128
19	;0.0506457	;0.355405	;10.9582	;0.0118128
20	;0.0506457	;0.355405	;10.9582	;0.0118128
21	;0.0506457	;0.355405	;10.9582	;0.0118128
22	;0.0506457	;0.355405	;10.9582	;0.0118128
23	;0.0506457	;0.355405	;10.9582	;0.0118128
24	;0.0506457	;0.355405	;10.9582	;0.0118128
25	;0.0506457	;0.355405	;10.9582	;0.0118128
26	;0.0506457	;0.355405	;10.9582	;0.0118128
27	;0.0506457	;0.355405	;10.9582	;0.0118128
28	;0.0506457	;0.355405	;10.9582	;0.0118128
29	;0.0506457	;0.355405	;10.9582	;0.0118128
30	;0.0506457	;0.355405	;10.9582	;0.0118128
31	;0.0506457	;0.355405	;10.9582	;0.0118128
32	;0.0506457	;0.355405	;10.9582	;0.0118128
33	;0.0506457	;0.355405	;10.9582	;0.0118128
34	;0.0506457	;0.355405	;10.9582	;0.0118128
35	;0.0506457	;0.355405	;10.9582	;0.0118128
36	;0.0506457	;0.355405	;10.9582	;0.0118128
37	;0.0506457	;0.355405	;10.9582	;0.0118128
38	;0.0506457	;0.355405	;10.9582	;0.0118128
39	;0.0506457	;0.355405	;10.9582	;0.0118128
40	;0.0506457	;0.355405	;10.9582	;0.0118128
41	;0.0506457	;0.355405	;10.9582	;0.0118128
42	;0.0506457	;0.355405	;10.9582	;0.0118128
43	;0.0506457	;0.355405	;10.9582	;0.0118128
44	;0.0501156	;0.35062	;11.3005	;0.0117125
45	;0.0501156	;0.35062	;11.3005	;0.0117125
46	;0.0501156	;0.35062	;11.3005	;0.0117125
47	;0.0501156	;0.35062	;11.3005	;0.0117125
48	;0.0501156	;0.35062	;11.3005	;0.0117125
49	;0.0501156	;0.35062	;11.3005	;0.0117125
50	;0.0501156	;0.35062	;11.3005	;0.0117125
51	;0.0501156	;0.35062	;11.3005	;0.0117125
52	;0.0501156	;0.35062	;11.3005	;0.0117125
53	;0.0501156	;0.35062	;11.3005	;0.0117125
54	;0.0501156	;0.35062	;11.3005	;0.0117125
55	;0.0501156	;0.35062	;11.3005	;0.0117125
56	;0.0501156	;0.35062	;11.3005	;0.0117125
57	;0.0501156	;0.35062	;11.3005	;0.0117125
58	;0.0501156	;0.35062	;11.3005	;0.0117125
59	;0.0501156	;0.35062	;11.3005	;0.0117125
60	;0.0501156	;0.35062	;11.3005	;0.0117125
61	;0.0501156	;0.35062	;11.3005	;0.0117125
62	;0.0501363	;0.345591	;11.2857	;0.0115413
63	;0.0501363	;0.345591	;11.2857	;0.0115413
64	;0.0501363	;0.345591	;11.2857	;0.0115413
65	;0.0501363	;0.345591	;11.2857	;0.0115413
66	;0.0501363	;0.345591	;11.2857	;0.0115413
67	;0.0501363	;0.345591	;11.2857	;0.0115413
68	;0.0501363	;0.345591	;11.2857	;0.0115413
69	;0.0501363	;0.345591	;11.2857	;0.0115413
70	;0.0501363	;0.345591	;11.2857	;0.0115413
71	;0.0501363	;0.345591	;11.2857	;0.0115413
72	;0.0501363	;0.345591	;11.2857	;0.0115413
73	;0.0501363	;0.345591	;11.2857	;0.0115413
74	;0.0501363	;0.345591	;11.2857	;0.0115413
75	;0.0501363	;0.345591	;11.2857	;0.0115413
76	;0.0501363	;0.345591	;11.2857	;0.0115413
77	;0.0501363	;0.345591	;11.2857	;0.0115413
78	;0.0501363	;0.345591	;11.2857	;0.0115413
79	;0.0501363	;0.345591	;11.2857	;0.0115413
80	;0.0501363	;0.345591	;11.2857	;0.0115413
81	;0.0501363	;0.345591	;11.2857	;0.0115413
82	;0.0501363	;0.345591	;11.2857	;0.0115413
83	;0.0501363	;0.345591	;11.2857	;0.0115413
84	;0.0501363	;0.345591	;11.2857	;0.0115413
85	;0.0501363	;0.345591	;11.2857	;0.0115413
86	;0.0501363	;0.345591	;11.2857	;0.0115413
87	;0.0501363	;0.345591	;11.2857	;0.0115413
88	;0.0501363	;0.345591	;11.2857	;0.0115413
89	;0.0501363	;0.345591	;11.2857	;0.0115413
90	;0.0501363	;0.345591	;11.2857	;0.0115413
91	;0.0501363	;0.345591	;11.2857	;0.0115413
92	;0.0501363	;0.345591	;11.2857	;0.0115413
93	;0.0501363	;0.345591	;11.2857	;0.0115413
94	;0.0501363	;0.345591	;11.2857	;0.0115413
95	;0.0501363	;0.345591	;11.2857	;0.0115413
96	;0.0501363	;0.345591	;11.2857	;0.0115413
97	;0.0501363	;0.345591	;11.2857	;0.0115413
98	;0.0501363	;0.345591	;11.2857	;0.0115413
99	;0.0501363	;0.345591	;11.2857	;0.0115413
100	;0.0501363	;0.345591	;11.2857	;0.0115413
101	;0.0501363	;0.345591	;11.2857	;0.0115413
102	;0.0501363	;0.345591	;11.2857	;0.0115413
103	;0.0501363	;0.345591	;11.2857	;0.0115413
104	;0.0501363	;0.345591	;11.2857	;0.0115413
105	;0.0501363	;0.345591	;11.2857	;0.0115413
106	;0.0501363	;0.345591	;11.2857	;0.0115413
107	;0.0501363	;0.345591	;11.2857	;0.0115413
108	;0.0501363	;0.345591	;11.2857	;0.0115413
109	;0.0501363	;0.345591	;11.2857	;0.0115413
110	;0.0501363	;0.345591	;11.2857	;0.0115413
111	;0.0501363	;0.345591	;11.2857	;0.0115413
112	;0.0501363	;0.345591	;11.2857	;0.0115413
113	;0.0501363	;0.345591	;11.2857	;0.0115413
114	;0.0501363	;0.345591	;11.2857	;0.0115413
115	;0.0501363	;0.345591	;11.2857	;0.0115413
116	;0.0501363	;0.345591	;11.2857	;0.0115413
117	;0.0501363	;0.345591	;11.2857	;0.0115413
118	;0.0501363	;0.345591	;11.2857	;0.0115413
119	;0.0501363	;0.345591	;11.2857	;0.0115413
120	;0.0501363	;0.345591	;11.2857	;0.0115413
121	;0.0501363	;0.345591	;11.2857	;0.0115413
122	;0.0501363	;0.345591	;11.2857	;0.0115413
123	;0.0501363	;0.345591	;11.2857	;0.0115413
124	;0.0501363	;0.345591	;11.2857	;0.0115413
125	;0.0501363	;0.345591	;11.2857	;0.0115413
126	;0.0501363	;0.345591	;11.2857	;0.0115413
127	;0.0501363	;0.345591	;11.2857	;0.0115413
128	;0.0501363	;0.345591	;11.2857	;0.0115413
129	;0.0501363	;0.345591	;11.2857	;0.0115413
130	;0.0501363	;0.345591	;11.2857	;0.0115413
131	;0.0501363	;0.345591	;11.2857	;0.0115413
132	;0.0501363	;0.345591	;11.2857	;0.0115413
133	;0.0501363	;0.345591	;11.2857	;0.0115413
134	;0.0501363	;0.345591	;11.2857	;0.0115413
135	;0.0501363	;0.345591	;11.2857	;0.0115413
136	;0.0501363	;0.345591	;11.2857	;0.0115413
137	;0.0501363	;0.345591	;11.2857	;0.0115413
138	;0.0501363	;0.345591	;11.2857	;0.0115413
139	;0.0501363	;0.345591	;11.2857	;0.0115413
140	;0.0501363	;0.345591	;11.2857	;0.0115413
141	;0.0501363	;0.345591	;11.2857	;0.0115413
142	;0.0501363	;0.345591	;11.2857	;0.0115413
143	;0.0501363	;0.345591	;11.2857	;0.0115413
144	;0.0501363	;0.345591	;11.2857	;0.0115413
145	;0.0501363	;0.345591	;11.2857	;0.0115413
146	;0.0501363	;0.345591	;11.2857	;0.0115413
147	;0.0501363	;0.345591	;11.2857	;0.0115413
148	;0.0501363	;0.345591	;11.2857	;0.0115413
149	;0.0501363	;0.345591	;11.2857	;0.0115413
150	;0.0501363	;0.345591	;11.2857	;0.0115413

1	;0.0579951	;0.521892	;10.5584	;0.0220444
2	;0.0588333	;0.482896	;10.8257	;0.0214379
3	;0.0588333	;0.482896	;10.8257	;0.0214379
4	;0.0545304	;0.397288	;11.5982	;0.0160644
5	;0.0545304	;0.397288	;11.5982	;0.0160644
6	;0.0523689	;0.39785	;11.4523	;0.0146779
7	;0.0523689	;0.39785	;11.4523	;0.0146779
8	;0.0527414	;0.375731	;11.2367	;0.0138344
9	;0.0527414	;0.375731	;11.2367	;0.0138344
10	;0.0527414	;0.375731	;11.2367	;0.0138344
11	;0.0516079	;0.365005	;11.242	;0.0128732
12	;0.0501607	;0.351695	;11.1654	;0.01165
13	;0.0501607	;0.351695	;11.1654	;0.01165
14	;0.0501607	;0.351695	;11.1654	;0.01165
15	;0.0501607	;0.351695	;11.1654	;0.01165
16	;0.0501607	;0.351695	;11.1654	;0.01165
17	;0.0501607	;0.351695	;11.1654	;0.01165
18	;0.0501607	;0.351695	;11.1654	;0.01165
19	;0.0501607	;0.351695	;11.1654	;0.01165
20	;0.0501607	;0.351695	;11.1654	;0.01165
21	;0.0501747	;0.35222	;11.1045	;0.0116199
22	;0.0501747	;0.35222	;11.1045	;0.0116199
23	;0.0501747	;0.35222	;11.1045	;0.0116199
24	;0.0501747	;0.35222	;11.1045	;0.0116199
25	;0.0502713	;0.351146	;11.0705	;0.011599
26	;0.0502713	;0.351146	;11.0705	;0.011599
27	;0.0502713	;0.351146	;11.0705	;0.011599
28	;0.0502713	;0.351146	;11.0705	;0.011599
29	;0.0502713	;0.351146	;11.0705	;0.011599
30	;0.0502713	;0.351146	;11.0705	;0.011599
31	;0.0502713	;0.351146	;11.0705	;0.011599
32	;0.0502713	;0.351146	;11.0705	;0.011599
33	;0.0502713	;0.351146	;11.0705	;0.011599
34	;0.0502713	;0.351146	;11.0705	;0.011599
35	;0.0502713	;0.351146	;11.0705	;0.011599
36	;0.0502279	;0.348866	;11.101	;0.0115306
37	;0.0502279	;0.348866	;11.101	;0.0115306
38	;0.0502279	;0.348866	;11.101	;0.0115306
39	;0.0502279	;0.348866	;11.101	;0.0115306
40	;0.0502279	;0.348866	;11.101	;0.0115306
41	;0.0502279	;0.348866	;11.101	;0.0115306
42	;0.0502279	;0.348866	;11.101	;0.0115306
43	;0.0502279	;0.348866	;11.101	;0.0115306
44	;0.0502279	;0.348866	;11.101	;0.0115306
45	;0.0502279	;0.348866	;11.101	;0.0115306
46	;0.0502279	;0.348866	;11.101	;0.0115306
47	;0.0502279	;0.348866	;11.101	;0.0115306
48	;0.0502279	;0.348866	;11.101	;0.0115306
49	;0.0502279	;0.348866	;11.101	;0.0115306
50	;0.0502279	;0.348866	;11.101	;0.0115306
51	;0.0502078	;0.345843	;11.2117	;0.0115181
52	;0.0502078	;0.345843	;11.2117	;0.0115181
53	;0.0502078	;0.345843	;11.2117	;0.0115181
54	;0.0502078	;0.345843	;11.2117	;0.0115181
55	;0.0502078	;0.345843	;11.2117	;0.0115181
56	;0.0500487	;0.347636	;10.7562	;0.0111079
57	;0.0500487	;0.347636	;10.7562	;0.0111079
58	;0.0500487	;0.347636	;10.7562	;0.0111079
59	;0.0500487	;0.347636	;10.7562	;0.0111079
60	;0.0500487	;0.347636	;10.7562	;0.0111079
61	;0.0500487	;0.347636	;10.7562	;0.0111079
62	;0.0500487	;0.347636	;10.7562	;0.0111079
63	;0.0500487	;0.347636	;10.7562	;0.0111079
64	;0.0500487	;0.347636	;10.7562	;0.0111079
65	;0.0500487	;0.347636	;10.7562	;0.0111079
66	;0.0500487	;0.347636	;10.7562	;0.0111079
67	;0.0500487	;0.347636	;10.7562	;0.0111079
68	;0.0500487	;0.347636	;10.7562	;0.0111079
69	;0.0500487	;0.347636	;10.7562	;0.0111079
70	;0.0500487	;0.347636	;10.7562	;0.0111079
71	;0.0500487	;0.347636	;10.7562	;0.0111079
72	;0.0500487	;0.347636	;10.7562	;0.0111079
73	;0.0500487	;0.347636	;10.7562	;0.0111079
74	;0.0500487	;0.347636	;10.7562	;0.0111079
75	;0.0500487	;0.347636	;10.7562	;0.0111079
76	;0.0500487	;0.347636	;10.7562	;0.0111079
77	;0.0500487	;0.347636	;10.7562	;0.0111079
78	;0.0500487	;0.347636	;10.7562	;0.0111079
79	;0.0500487	;0.347636	;10.7562	;0.0111079
80	;0.0500487	;0.347636	;10.7562	;0.0111079
81	;0.0500487	;0.347636	;10.7562	;0.0111079
82	;0.0500487	;0.347636	;10.7562	;0.0111079
83	;0.0500487	;0.347636	;10.7562	;0.0111079
84	;0.0500487	;0.347636	;10.7562	;0.0111079
85	;0.0500487	;0.347636	;10.7562	;0.0111079
86	;0.0500487	;0.347636	;10.7562	;0.0111079
87	;0.0500487	;0.347636	;10.7562	;0.0111079
88	;0.0500487	;0.347636	;10.7562	;0.0111079
89	;0.0500487	;0.347636	;10.7562	;0.0111079
90	;0.0500487	;0.347636	;10.7562	;0.0111079
91	;0.0500487	;0.347636	;10.7562	;0.0111079
92	;0.0500487	;0.347636	;10.7562	;0.0111079
93	;0.0500487	;0.347636	;10.7562	;0.0111079
94	;0.0500487	;0.347636	;10.7562	;0.0111079
95	;0.0500487	;0.347636	;10.7562	;0.0111079
96	;0.0500487	;0.347636	;10.7562	;0.0111079
97	;0.0500487	;0.347636	;10.7562	;0.0111079
98	;0.0500487	;0.347636	;10.7562	;0.0111079
99	;0.0500487	;0.347636	;10.7562	;0.0111079
100	;0.0500487	;0.347636	;10.7562	;0.0111079
101	;0.0500487	;0.347636	;10.7562	;0.0111079
102	;0.0500487	;0.347636	;10.7562	;0.0111079
103	;0.0500487	;0.347636	;10.7562	;0.0111079
104	;0.0500487	;0.347636	;10.7562	;0.0111079
105	;0.0500487	;0.347636	;10.7562	;0.0111079
106	;0.0500487	;0.347636	;10.7562	;0.0111079
107	;0.0500487	;0.347636	;10.7562	;0.0111079
108	;0.0500487	;0.347636	;10.7562	;0.0111079
109	;0.0500487	;0.347636	;10.7562	;0.0111079
110	;0.0500487	;0.347636	;10.7562	;0.0111079
111	;0.0500487	;0.347636	;10.7562	;0.0111079
112	;0.0500487	;0.347636	;10.7562	;0.0111079
113	;0.0500487	;0.347636	;10.7562	;0.0111079
114	;0.0500487	;0.347636	;10.7562	;0.0111079
115	;0.0500487	;0.347636	;10.7562	;0.0111079
116	;0.0500487	;0.347636	;10.7562	;0.0111079
117	;0.0500487	;0.347636	;10.7562	;0.0111079
118	;0.0500487	;0.347636	;10.7562	;0.0111079
119	;0.0500487	;0.347636	;10.7562	;0.0111079
120	;0.0500487	;0.347636	;10.7562	;0.0111079
121	;0.0500487	;0.347636	;10.7562	;0.0111079
122	;0.0500487	;0.347636	;10.7562	;0.0111079
123	;0.0500487	;0.347636	;10.7562	;0.0111079
124	;0.0500487	;0.347636	;10.7562	;0.0111079
125	;0.0500487	;0.347636	;10.7562	;0.0111079
126	;0.0500487	;0.347636	;10.7562	;0.0111079
127	;0.0500487	;0.347636	;10.7562	;0.0111079
128	;0.0500487	;0.347636	;10.7562	;0.0111079
129	;0.0500487	;0.347636	;10.7562	;0.0111079
130	;0.0500487	;0.347636	;10.7562	;0.0111079
131	;0.0500487	;0.347636	;10.7562	;0.0111079
132	;0.0500487	;0.347636	;10.7562	;0.0111079
133	;0.0500487	;0.347636	;10.7562	;0.0111079
134	;0.0500487	;0.347636	;10.7562	;0.0111079
135	;0.0500487	;0.347636	;10.7562	;0.0111079
136	;0.0500487	;0.347636	;10.7562	;0.0111079
137	;0.0500487	;0.347636	;10.7562	;0.0111079
138	;0.0500487	;0.347636	;10.7562	;0.0111079
139	;0.0500487	;0.347636	;10.7562	;0.0111079
140	;0.0500487	;0.347636	;10.7562	;0.0111079
141	;0.0500487	;0.347636	;10.7562	;0.0111079
142	;0.0500487	;0.347636	;10.7562	;0.0111079
143	;0.0500487	;0.347636	;10.7562	;0.0111079
144	;0.0500487	;0.347636	;10.7562	;0.0111079
145	;0.0500487	;0.347636	;10.7562	;0.0111079
146	;0.0500487	;0.347636	;10.7562	;0.0111079
147	;0.0500487	;0.347636	;10.7562	;0.0111079
148	;0.0500487	;0.347636	;10.7562	;0.0111079
149	;0.0500487	;0.347636	;10.7562	;0.0111079
150	;0.0500487	;0.347636	;10.7562	;0.0111079

